"year","month","intent","police","sex","age","race","hispanic","place","education"
2020,"05","Homicide",0,"M",21,"Black",100,"Street","HS/GED"
2020,"09","Suicide",0,"M",74,"White",100,"Home","HS/GED"
2020,"07","Homicide",0,"M",48,"Black",100,"Trade/service area","HS/GED"
2020,"06","Homicide",0,"M",25,"Black",100,"Other specified","Less than HS"
2020,"08","Homicide",0,"M",25,"Black",100,"Other specified","HS/GED"
2020,"08","Homicide",0,"M",30,"Black",100,"Home","HS/GED"
2020,"07","Suicide",0,"M",48,"White",100,"Home","Less than HS"
2020,"02","Suicide",0,"F",44,"White",100,"Home","Some college"
2020,"08","Homicide",0,"M",28,"Black",100,"Other specified","Some college"
2020,"08","Suicide",0,"M",56,"White",100,"Home","Some college"
2020,"07","Suicide",0,"M",97,"White",100,"Other specified","BA+"
2020,"07","Homicide",0,"M",29,"Black",100,"Home","BA+"
2020,"09","Homicide",0,"M",23,"Asian/Pacific Islander",100,"Trade/service area","Less than HS"
2020,"09","Suicide",0,"M",74,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",25,"White",100,"Home","HS/GED"
2020,"08","Suicide",0,"M",64,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",39,"White",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",52,"Black",100,"Trade/service area","HS/GED"
2020,"09","Suicide",0,"M",36,"Black",100,"Street","Some college"
2020,"08","Suicide",0,"M",85,"White",100,"Home","HS/GED"
2020,"08","Suicide",0,"M",26,"Black",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",22,"Black",100,"Home","HS/GED"
2020,"08","Suicide",0,"M",39,"White",100,"Home","Some college"
2020,"09","Suicide",0,"F",22,"Black",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",51,"White",100,"Home","Some college"
2020,"08","Homicide",0,"F",41,"Black",100,"Home","Some college"
2020,"09","Undetermined",0,"M",19,"White",100,"Home","HS/GED"
2020,"08","Suicide",0,"M",50,"White",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",72,"White",100,"Home","HS/GED"
2020,"08","Homicide",0,"F",72,"White",100,"Home","Some college"
2020,"07","Suicide",0,"M",76,"White",100,"Street","BA+"
2020,"08","Homicide",0,"M",20,"Black",100,"Trade/service area","Less than HS"
2020,"08","Homicide",0,"M",41,"Black",100,"Street","Less than HS"
2020,"09","Suicide",0,"M",14,"Black",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",57,"Black",100,"Other specified","HS/GED"
2020,"08","Suicide",0,"M",34,"White",100,"Other unspecified","BA+"
2020,"09","Suicide",0,"M",50,"White",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",44,"Black",100,"Other unspecified","HS/GED"
2020,"08","Suicide",0,"M",42,"White",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",24,"Black",100,"Home","NA"
2020,"09","Suicide",0,"M",79,"White",100,"Home","Some college"
2020,"08","Homicide",0,"M",27,"Black",100,"Other unspecified","Some college"
2020,"05","Suicide",0,"M",36,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",27,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",63,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",55,"White",100,"Other specified","Some college"
2020,"08","Homicide",0,"M",21,"Black",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",38,"White",100,"Trade/service area","NA"
2020,"09","Suicide",0,"M",57,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",41,"White",100,"Home","HS/GED"
2020,"07","Homicide",0,"M",17,"Black",100,"Other specified","Less than HS"
2020,"09","Suicide",0,"M",43,"Black",100,"Street","HS/GED"
2020,"09","Suicide",0,"M",24,"Black",100,"Home","NA"
2020,"08","Suicide",0,"M",34,"Black",100,"Home","HS/GED"
2020,"07","Homicide",0,"F",28,"Black",100,"Trade/service area","Some college"
2020,"08","Suicide",0,"M",44,"Black",100,"Home","Some college"
2020,"08","Homicide",0,"M",29,"Black",100,"Other specified","Some college"
2020,"08","Homicide",0,"M",35,"Black",100,"Home","NA"
2020,"09","Homicide",0,"M",21,"Black",100,"Home","HS/GED"
2020,"07","Homicide",0,"M",39,"Black",100,"Trade/service area","Less than HS"
2020,"09","Homicide",0,"M",48,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",63,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",79,"White",100,"Home","BA+"
2020,"09","Homicide",0,"F",19,"Black",100,"Other specified","HS/GED"
2020,"09","Suicide",0,"F",31,"White",100,"Home","BA+"
2020,"09","Suicide",0,"M",19,"White",100,"Other specified","Some college"
2020,"08","Homicide",0,"M",45,"White",100,"Home","Less than HS"
2020,"08","Homicide",0,"M",21,"Black",100,"Street","Less than HS"
2020,"07","Suicide",0,"M",88,"White",100,"Home","Some college"
2020,"09","Homicide",0,"F",26,"Black",100,"Home","Some college"
2020,"09","Homicide",0,"M",20,"Black",100,"Home","HS/GED"
2020,"05","Homicide",0,"F",13,"Black",100,"Home","Less than HS"
2020,"09","Suicide",0,"F",85,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",19,"Black",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",35,"Black",100,"Other specified","Less than HS"
2020,"08","Suicide",0,"F",31,"Black",100,"Other specified","BA+"
2020,"08","Suicide",0,"M",65,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",24,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",84,"White",100,"Home","BA+"
2020,"09","Homicide",0,"F",78,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",23,"Black",100,"Other specified","NA"
2020,"08","Homicide",0,"M",34,"Black",100,"Other specified","HS/GED"
2020,"09","Suicide",0,"F",54,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",18,"Black",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",31,"Black",100,"Other specified","HS/GED"
2020,"09","Homicide",0,"M",17,"White",100,"Street","Less than HS"
2020,"09","Homicide",1,"F",40,"White",100,NA,"Some college"
2020,"09","Suicide",0,"M",47,"White",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",19,"Black",100,"Other specified","Less than HS"
2020,"08","Homicide",0,"M",30,"Black",100,"Trade/service area","HS/GED"
2020,"09","Homicide",0,"M",47,"Black",100,"Trade/service area","Some college"
2020,"09","Suicide",0,"F",22,"White",100,"Other specified","HS/GED"
2020,"09","Suicide",0,"M",66,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"F",19,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",76,"White",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",24,"Black",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",21,"Black",100,"Trade/service area","HS/GED"
2020,"09","Suicide",0,"M",47,"White",100,"Home","BA+"
2020,"09","Homicide",0,"M",16,"Black",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",40,"White",100,"Trade/service area","Less than HS"
2020,"08","Homicide",0,"F",41,"White",100,"Other specified","Some college"
2020,"09","Homicide",0,"M",39,"Black",100,"Home","Some college"
2020,"09","Homicide",0,"M",33,"Black",100,"Street","HS/GED"
2020,"09","Suicide",0,"M",49,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",22,"Black",100,"Other specified","Some college"
2020,"09","Suicide",0,"M",65,"White",100,"Home","HS/GED"
2020,"07","Undetermined",0,"M",19,"Hispanic",210,"Home","HS/GED"
2020,"09","Suicide",0,"M",27,"White",100,"Trade/service area","HS/GED"
2020,"08","Suicide",0,"M",13,"Black",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",26,"Black",100,"Trade/service area","HS/GED"
2020,"09","Homicide",0,"M",30,"Black",100,"Other specified","HS/GED"
2020,"09","Homicide",1,"M",34,"Black",100,NA,"Less than HS"
2020,"09","Homicide",0,"M",31,"Black",100,"Other specified","Less than HS"
2020,"09","Suicide",0,"M",76,"Black",100,"Home","NA"
2020,"09","Homicide",0,"M",15,"Black",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",24,"Black",100,"Other specified","HS/GED"
2020,"09","Homicide",0,"M",30,"Black",100,"Home","Some college"
2020,"08","Suicide",0,"M",54,"Asian/Pacific Islander",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",21,"Black",100,"Other unspecified","Less than HS"
2020,"09","Homicide",0,"M",29,"Black",100,"Other specified","Some college"
2020,"09","Suicide",0,"M",64,"White",100,"Home","Some college"
2020,"09","Homicide",0,"F",37,"White",100,"Home","Some college"
2020,"07","Homicide",0,"M",35,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",79,"White",100,"Home","BA+"
2020,"09","Suicide",0,"M",23,"Black",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",20,"Black",100,"Other unspecified","Less than HS"
2020,"09","Suicide",0,"M",19,"Black",100,"Home","HS/GED"
2020,"09","Homicide",0,"F",20,"Black",100,"Street","Less than HS"
2020,"09","Homicide",0,"M",19,"Black",100,"Other specified","HS/GED"
2020,"09","Homicide",0,"M",29,"Black",100,"Street","HS/GED"
2020,"09","Suicide",0,"F",78,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"F",18,"Black",100,"Home","HS/GED"
2020,"10","Suicide",0,"M",81,"White",100,"Home","BA+"
2020,"10","Suicide",0,"M",68,"White",100,"Home","BA+"
2020,"09","Homicide",0,"M",63,"White",100,"Home","BA+"
2020,"06","Suicide",0,"M",51,"White",100,"Home","BA+"
2020,"09","Homicide",0,"M",38,"Black",100,"Trade/service area","BA+"
2020,"09","Suicide",0,"M",70,"White",100,"Home","BA+"
2020,"09","Homicide",0,"M",32,"Black",100,"Other unspecified","BA+"
2020,"09","Homicide",0,"M",23,"Black",100,"Home","Some college"
2020,"09","Homicide",0,"M",48,"Black",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",61,"White",100,"Home","HS/GED"
2020,"08","Suicide",0,"M",65,"White",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",26,"White",100,"Home","Some college"
2020,"08","Homicide",0,"M",27,"Black",100,"Other specified","Less than HS"
2020,"09","Suicide",0,"M",28,"Asian/Pacific Islander",100,"Home","Some college"
2020,"09","Suicide",0,"M",31,"White",100,"Home","HS/GED"
2020,"06","Homicide",0,"F",37,"White",100,"Industrial/construction","HS/GED"
2020,"09","Suicide",0,"M",74,"Black",100,"Other specified","HS/GED"
2020,"09","Suicide",0,"M",48,"Black",100,"Street","HS/GED"
2020,"10","Homicide",0,"M",59,"Black",100,"Other unspecified","HS/GED"
2020,"09","Suicide",0,"M",27,"White",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",35,"White",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",46,"Black",100,"Street","HS/GED"
2020,"10","Suicide",0,"M",13,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",88,"White",100,"Home","BA+"
2020,"10","Suicide",0,"M",82,"White",100,"Home","Less than HS"
2020,"10","Suicide",0,"F",25,"Black",100,"Home","Some college"
2020,"09","Suicide",0,"F",61,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",47,"Black",100,"Home","HS/GED"
2020,"09","Homicide",1,"M",52,"Black",100,NA,"Some college"
2020,"10","Suicide",0,"M",42,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",72,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",28,"Black",100,"Home","Some college"
2020,"08","Homicide",0,"M",24,"Black",100,"Other specified","Less than HS"
2020,"10","Homicide",0,"M",42,"Black",100,"Home","HS/GED"
2020,"10","Suicide",0,"F",29,"White",100,"Home","Some college"
2020,"10","Suicide",0,"M",28,"Hispanic",210,"Home","Less than HS"
2020,"10","Homicide",0,"M",40,"Black",100,"Street","BA+"
2020,"10","Suicide",0,"M",78,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",20,"Black",100,"Trade/service area","HS/GED"
2020,"10","Suicide",0,"M",89,"White",100,"Home","Some college"
2020,"09","Homicide",0,"M",63,"Black",100,"Home","HS/GED"
2020,"09","Suicide",0,"F",25,"Black",100,"Home","Some college"
2020,"09","Suicide",0,"M",80,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",20,"Black",100,"Home","Less than HS"
2020,"06","Homicide",0,"M",48,"Black",100,"Other unspecified","Some college"
2020,"08","Suicide",0,"M",13,"White",100,"Trade/service area","Less than HS"
2020,"10","Suicide",0,"M",80,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",37,"Black",100,"Home","Some college"
2020,"09","Suicide",0,"M",66,"White",100,"Home","Some college"
2020,"10","Suicide",0,"M",33,"White",100,"Home","HS/GED"
2020,"10","Suicide",0,"M",33,"Asian/Pacific Islander",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",40,"White",100,"Home","BA+"
2020,"06","Homicide",0,"M",40,"Black",100,"Other specified","HS/GED"
2020,"08","Homicide",0,"M",19,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",24,"Black",100,"Home","Some college"
2020,"09","Suicide",0,"M",75,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",75,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",30,"White",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",21,"Black",100,"Trade/service area","Less than HS"
2020,"09","Homicide",0,"M",26,"Black",100,"Home","Less than HS"
2020,"10","Suicide",0,"M",39,"White",100,"Home","BA+"
2020,"09","Homicide",0,"M",18,"Black",100,"Other specified","HS/GED"
2020,"09","Suicide",0,"M",27,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",16,"Hispanic",221,"Other specified","Less than HS"
2020,"10","Homicide",0,"F",21,"Black",100,"Home","Some college"
2020,"08","Homicide",0,"M",35,"Black",100,"Street","HS/GED"
2020,"10","Homicide",0,"M",33,"Black",100,"Other specified","HS/GED"
2020,"08","Suicide",0,"F",34,"White",100,"Street","Some college"
2020,"10","Suicide",0,"M",83,"White",100,"Home","BA+"
2020,"10","Homicide",0,"M",39,"White",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",20,"Black",100,"Street","HS/GED"
2020,"09","Homicide",0,"M",32,"Black",100,"Home","Less than HS"
2020,"10","Suicide",0,"M",68,"White",100,"Home","Some college"
2020,"10","Homicide",0,"M",57,"Black",100,"Other unspecified","HS/GED"
2020,"10","Homicide",0,"M",38,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",22,"Black",100,"Other specified","Less than HS"
2020,"10","Suicide",0,"M",59,"White",100,"Home","Some college"
2020,"10","Homicide",0,"F",22,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",70,"Black",100,"Residential institution","BA+"
2020,"09","Homicide",0,"M",63,"Black",100,"Other specified","Less than HS"
2020,"10","Accidental",0,"M",58,"White",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",15,"Black",100,"Street","Less than HS"
2020,"10","Homicide",0,"M",47,"White",100,"Street","HS/GED"
2020,"10","Suicide",0,"M",36,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",30,"Black",100,"Street","Some college"
2020,"10","Suicide",0,"M",42,"White",100,"Home","Some college"
2020,"08","Homicide",0,"M",37,"Black",100,"Trade/service area","Some college"
2020,"08","Homicide",0,"M",33,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",37,"Black",100,"Home","Some college"
2020,"10","Suicide",0,"M",17,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",42,"White",100,"Street","Some college"
2020,"10","Suicide",0,"F",24,"White",100,"Other specified","BA+"
2020,"08","Homicide",0,"M",28,"Black",100,"Other specified","HS/GED"
2020,"09","Homicide",0,"M",25,"White",100,"Street","HS/GED"
2020,"10","Suicide",0,"F",56,"White",100,"Home","BA+"
2020,"07","Homicide",0,"M",34,"Black",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",21,"White",100,"Home","HS/GED"
2020,"10","Homicide",0,"F",36,"White",100,"Home","Some college"
2020,"10","Suicide",0,"F",50,"White",100,"Home","BA+"
2020,"09","Homicide",0,"M",43,"Black",100,"Other specified","HS/GED"
2020,"09","Homicide",1,"M",28,"Black",100,NA,"HS/GED"
2020,"10","Homicide",0,"M",42,"Black",100,"Home","HS/GED"
2020,"09","Homicide",1,"M",18,"Black",100,NA,"Less than HS"
2020,"10","Suicide",0,"F",30,"White",100,"Other unspecified","HS/GED"
2020,"10","Suicide",0,"M",76,"White",100,"Home","Less than HS"
2020,"09","Suicide",0,"M",45,"Asian/Pacific Islander",100,"Other specified","BA+"
2020,"10","Suicide",0,"F",61,"White",100,"Other specified","HS/GED"
2020,"09","Suicide",0,"F",30,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",33,"Black",100,"Home","Some college"
2020,"10","Homicide",0,"M",12,"Hispanic",210,"Home","Less than HS"
2020,"09","Homicide",0,"M",23,"Black",100,"Home","HS/GED"
2020,"10","Suicide",0,"M",49,"White",100,"Other specified","Some college"
2020,"09","Homicide",0,"F",46,"Black",100,"Street","Some college"
2020,"09","Homicide",0,"M",25,"Black",100,"Home","Some college"
2020,"10","Homicide",0,"M",26,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",38,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"F",27,"Black",100,"Home","HS/GED"
2020,"10","Suicide",0,"M",60,"White",100,"Other specified","BA+"
2020,"10","Homicide",0,"M",43,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"F",53,"White",100,"Home","Some college"
2020,"10","Suicide",0,"M",22,"White",100,"Home","BA+"
2020,"09","Homicide",0,"F",22,"Black",100,"Street","Some college"
2020,"07","Homicide",0,"M",34,"Black",100,"Other specified","HS/GED"
2020,"10","Homicide",0,"M",27,"Black",100,"Street","Less than HS"
2020,"10","Suicide",0,"F",24,"White",100,"Home","HS/GED"
2020,"10","Suicide",0,"M",59,"White",100,"Trade/service area","HS/GED"
2020,"10","Homicide",0,"M",27,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",26,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",26,"Black",100,"Trade/service area","HS/GED"
2020,"10","Homicide",0,"M",39,"Black",100,"Home","Less than HS"
2020,"10","Suicide",0,"M",22,"Black",100,"Other specified","Less than HS"
2020,"10","Homicide",0,"F",87,"White",100,"Other specified","HS/GED"
2020,"10","Homicide",0,"M",32,"Black",100,"Other specified","HS/GED"
2020,"10","Homicide",0,"M",22,"Black",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",43,"Black",100,"Home","BA+"
2020,"10","Suicide",0,"M",21,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",30,"Black",100,"Other specified","HS/GED"
2020,"10","Homicide",0,"M",36,"White",100,"Street","Less than HS"
2020,"10","Suicide",0,"M",38,"White",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",52,"White",100,"Other specified","HS/GED"
2020,"09","Homicide",0,"M",33,"Black",100,"Street","HS/GED"
2020,"10","Suicide",0,"M",36,"Hispanic",281,"Home","HS/GED"
2020,"07","Homicide",0,"M",35,"Black",100,"Home","Less than HS"
2020,"10","Suicide",0,"M",17,"White",100,"Trade/service area","Less than HS"
2020,"10","Homicide",0,"M",35,"Asian/Pacific Islander",100,"Other unspecified","BA+"
2020,"05","Homicide",0,"M",30,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",66,"White",100,"Home","HS/GED"
2020,"10","Suicide",0,"M",54,"White",100,"Home","Some college"
2020,"10","Homicide",0,"M",73,"White",100,"Trade/service area","BA+"
2020,"10","Homicide",0,"M",37,"Black",100,"Home","HS/GED"
2020,"10","Suicide",0,"F",25,"Asian/Pacific Islander",100,"Home","Some college"
2020,"10","Homicide",0,"M",14,"Black",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",28,"Black",100,"Trade/service area","HS/GED"
2020,"10","Suicide",0,"M",27,"White",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",29,"Black",100,"School/instiution","BA+"
2020,"10","Homicide",0,"M",55,"Black",100,"Other specified","HS/GED"
2020,"09","Homicide",0,"M",48,"Black",100,"Trade/service area","BA+"
2020,"10","Homicide",0,"F",59,"Black",100,"Trade/service area","Less than HS"
2020,"10","Suicide",0,"M",34,"Asian/Pacific Islander",100,"Home","BA+"
2020,"10","Suicide",0,"M",65,"White",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",44,"Black",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",56,"White",100,"Home","BA+"
2020,"10","Suicide",0,"F",25,"Black",100,"Sports","Less than HS"
2020,"10","Suicide",0,"F",47,"White",100,"Home","BA+"
2020,"10","Suicide",0,"F",62,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",41,"White",100,"Street","HS/GED"
2020,"10","Suicide",0,"M",45,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",25,"Black",100,"Other specified","Some college"
2020,"08","Homicide",0,"M",49,"Black",100,"Other specified","HS/GED"
2020,"11","Homicide",0,"M",32,"Black",100,"School/instiution","HS/GED"
2020,"10","Homicide",0,"M",58,"Black",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",27,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",36,"Black",100,"Other specified","HS/GED"
2020,"11","Homicide",0,"M",52,"Hispanic",226,"Home","Less than HS"
2020,"09","Homicide",0,"M",49,"Black",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",28,"Black",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",88,"White",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",26,"Black",100,"Other specified","HS/GED"
2020,"10","Homicide",0,"M",16,"Black",100,"Home","Less than HS"
2020,"06","Homicide",1,"M",36,"Hispanic",210,NA,"Less than HS"
2020,"10","Suicide",0,"M",24,"Black",100,"Home","Some college"
2020,"08","Suicide",0,"M",40,"White",100,"Home","Some college"
2020,"11","Suicide",0,"M",59,"White",100,"Other specified","Some college"
2020,"10","Suicide",0,"M",37,"Black",100,"Home","Some college"
2020,"11","Homicide",0,"M",34,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",28,"Black",100,"Home","Less than HS"
2020,"03","Homicide",0,"M",16,"Black",100,"Other specified","Less than HS"
2020,"10","Homicide",0,"M",29,"Black",100,"Other specified","HS/GED"
2020,"10","Homicide",0,"M",24,"Black",100,"Street","Less than HS"
2020,"10","Homicide",0,"M",20,"Black",100,"Street","Less than HS"
2020,"09","Homicide",0,"M",28,"Black",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",21,"Black",100,"Other unspecified","HS/GED"
2020,"10","Homicide",0,"M",27,"Black",100,"Trade/service area","HS/GED"
2020,"10","Suicide",0,"M",65,"White",100,"Other specified","BA+"
2020,"11","Homicide",0,"M",39,"Black",100,"Home","Less than HS"
2020,"08","Suicide",0,"F",54,"White",100,"Home","BA+"
2020,"10","Homicide",0,"M",13,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",28,"Black",100,"Trade/service area","BA+"
2020,"10","Homicide",0,"F",53,"Black",100,"Street","HS/GED"
2020,"11","Suicide",0,"F",14,"Black",100,"Home","Less than HS"
2020,"08","Homicide",0,"M",22,"Black",100,"Trade/service area","HS/GED"
2020,"11","Suicide",0,"M",70,"White",100,"Home","HS/GED"
2020,"11","Suicide",0,"M",72,"White",100,"Industrial/construction","BA+"
2020,"10","Suicide",0,"M",20,"Black",100,"Trade/service area","HS/GED"
2020,"11","Suicide",0,"M",71,"White",100,"Home","Some college"
2020,"10","Suicide",0,"M",36,"White",100,"Home","BA+"
2020,"09","Suicide",0,"M",19,"White",100,"Home","HS/GED"
2020,"10","Suicide",0,"M",70,"White",100,"Home","BA+"
2020,"10","Suicide",0,"M",55,"White",100,"Home","Less than HS"
2020,"10","Homicide",0,"M",26,"Black",100,"Other specified","Some college"
2020,"11","Suicide",0,"F",80,"White",100,"Home","HS/GED"
2020,"11","Suicide",0,"F",51,"White",100,"Home","Less than HS"
2020,"11","Homicide",0,"M",32,"Black",100,"Other specified","Some college"
2020,"11","Suicide",0,"M",43,"Black",100,"Trade/service area","Less than HS"
2020,"07","Homicide",0,"M",20,"Black",100,"Trade/service area","Less than HS"
2020,"11","Homicide",0,"M",41,"Black",100,"Home","Less than HS"
2020,"10","Suicide",0,"M",23,"White",100,"Street","Less than HS"
2020,"11","Suicide",0,"F",18,"White",100,"Home","HS/GED"
2020,"11","Suicide",0,"M",39,"White",100,"Home","Some college"
2020,"10","Homicide",0,"M",43,"Black",100,"Other specified","HS/GED"
2020,"11","Suicide",0,"F",64,"White",100,"Home","HS/GED"
2020,"09","Homicide",0,"M",40,"Black",100,"Trade/service area","Less than HS"
2020,"11","Homicide",0,"M",11,"Black",100,"Other specified","Less than HS"
2020,"11","Homicide",0,"M",30,"Black",100,"Other specified","Some college"
2020,"10","Homicide",0,"M",64,"Black",100,"Home","HS/GED"
2020,"11","Suicide",0,"M",93,"White",100,"Home","Less than HS"
2020,"11","Suicide",0,"F",32,"White",100,"Other specified","BA+"
2020,"11","Homicide",0,"M",54,"Black",100,"Home","Less than HS"
2020,"09","Homicide",0,"M",25,"Black",100,"Other specified","HS/GED"
2020,"10","Homicide",0,"F",59,"Black",100,"Home","HS/GED"
2020,"08","Homicide",0,"M",34,"Black",100,"Trade/service area","Less than HS"
2020,"11","Homicide",0,"M",27,"Black",100,"Home","HS/GED"
2020,"11","Suicide",0,"F",19,"White",100,"Home","HS/GED"
2020,"11","Homicide",0,"M",34,"Black",100,"Trade/service area","HS/GED"
2020,"10","Suicide",0,"F",22,"White",100,"Home","Less than HS"
2020,"06","Homicide",0,"F",38,"White",100,"Home","HS/GED"
2020,"10","Homicide",0,"M",16,"Black",100,"Other specified","Less than HS"
2020,"11","Homicide",0,"M",58,"White",100,"Trade/service area","Less than HS"
2020,"10","Homicide",0,"M",70,"Black",100,"Home","Less than HS"
2020,"08","Suicide",0,"M",47,"White",100,"Home","Less than HS"
2020,"11","Homicide",1,"M",43,"Hispanic",260,NA,"Less than HS"
2020,"11","Suicide",0,"M",12,"Black",100,"Home","Less than HS"
2020,"11","Suicide",0,"M",72,"White",100,"Home","BA+"
2020,"10","Homicide",0,"M",25,"Black",100,"Home","Some college"
2020,"11","Suicide",0,"M",70,"White",100,"Home","Some college"
2020,"11","Suicide",0,"M",80,"White",100,"Home","HS/GED"
2020,"06","Homicide",0,"M",52,"White",100,"Home","Some college"
2020,"10","Homicide",0,"M",31,"White",100,"Home","HS/GED"
2020,"09","Suicide",0,"M",21,"Black",100,"Home","NA"
2020,"10","Homicide",0,"F",31,"Black",100,"Street","Less than HS"
2020,"11","Homicide",0,"M",17,"Black",100,"Street","Less than HS"
2020,"11","Homicide",0,"M",52,"Black",100,"Home","HS/GED"
2020,"11","Homicide",0,"M",47,"Black",100,"Other specified","Less than HS"
2020,"09","Suicide",0,"M",48,"Black",100,"Home","HS/GED"
2020,"11","Homicide",0,"M",32,"Black",100,"Home","Less than HS"
2020,"11","Homicide",0,"M",21,"Black",100,"Other specified","HS/GED"
2020,"11","Suicide",0,"F",50,"White",100,"Home","Less than HS"
2020,"10","Suicide",0,"F",26,"White",100,"Other specified","Less than HS"
2020,"10","Suicide",0,"M",61,"White",100,"Home","BA+"
2020,"11","Homicide",0,"M",33,"White",100,"Home","HS/GED"
2020,"11","Homicide",0,"M",40,"White",100,"Home","Some college"
2020,"11","Suicide",0,"M",49,"White",100,"Home","Some college"
2020,"10","Homicide",0,"M",19,"Black",100,"Other specified","HS/GED"
2020,"10","Suicide",0,"M",18,"White",100,"Home","Less than HS"
2020,"11","Suicide",0,"M",21,"Black",100,"Home","HS/GED"
2020,"11","Homicide",0,"M",24,"Black",100,"Street","Some college"
